reading_id,station_id,model_name,predicted_label,confidence_score,response_time_ms,timestamp,errors
-478,ST-02,pressure_drop_predictor,invalid_label,1.63,-68.6,,"reading_id must be positive int; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
9903,ST-05,pressure_drop_predictor,normal,1.311,,2026-09-08 11:09:09.369,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
9907,ST-05,pressure_drop_predictor,,,-95.7,,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
9932,ST-08,,normal,-0.977,-78.4,2026-09-08 11:09:10.126,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
-130,,,normal,1.444,,2026-09-08 11:09:13.780,"reading_id must be positive int; invalid station_id; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
10226,ST-10,,99999,,-5.3,2026-09-08 11:09:17.828,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
10228,unknown,pressure_drop_predictor,invalid_label,1.384,-39.1,2026-09-08 11:09:17.880,"invalid station_id; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
-48,ST-03,unknown_model,invalid_label,1.089,,,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
,ST-03,demand_forecaster,leak,-0.838,-9.2,,"reading_id must be positive int; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
10392,,unknown_model,stable,,-79.4,2026-09-08 11:09:22.221,"invalid station_id; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
10644,unknown,demand_forecaster,,1.698,,2026-09-08 11:09:28.815,"invalid station_id; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
-302,ST-02,pressure_drop_predictor,stable,1.847,,,"reading_id must be positive int; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
10740,ST-04,demand_forecaster,,,,2026-09-08 11:09:31.347,"predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
10750,ST-10,pressure_drop_predictor,drop,-0.642,-50.4,2026-09-08 11:09:31.609,"confidence_score must be in [0,1]; response_time_ms must be positive"
10823,ST-04,pressure_drop_predictor,99999,,,,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
10897,ST-99,demand_forecaster,-1,,-84.4,2026-09-08 11:09:35.450,"invalid station_id; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
10921,ST-02,demand_forecaster,stable,,-32.3,2026-09-08 11:09:36.078,"predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
10946,ST-07,leak_detector,,1.963,,2026-09-08 11:09:36.731,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
10971,ST-06,unknown_model,,,,,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
,ST-04,,normal,-0.699,,2026-09-08 11:09:38.010,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
11055,ST-04,,leak,-0.945,-23.1,,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
11062,ST-06,demand_forecaster,stable,-0.683,,2026-09-08 11:09:39.790,"predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
11066,,leak_detector,-1,,,2026-09-08 11:09:39.894,"invalid station_id; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
11071,ST-07,pressure_drop_predictor,-1,-0.033,-63.4,2026-09-08 11:09:40.024,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-10,leak_detector,invalid_label,,-1.6,2026-09-08 11:09:40.076,"reading_id must be positive int; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-01,demand_forecaster,normal,,,2026-09-08 11:09:40.233,"reading_id must be positive int; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
-374,ST-08,leak_detector,normal,-0.116,-88.5,2026-09-08 11:09:41.585,"reading_id must be positive int; confidence_score must be in [0,1]; response_time_ms must be positive"
11247,ST-99,,,1.164,-29.8,2026-09-08 11:09:44.689,"invalid station_id; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
-962,ST-01,demand_forecaster,normal,1.693,-32.3,2026-09-08 11:09:45.368,"reading_id must be positive int; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
-873,ST-10,pressure_drop_predictor,-1,-0.895,,2026-09-08 11:09:46.307,"reading_id must be positive int; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
11318,unknown,pressure_drop_predictor,drop,1.127,,,"invalid station_id; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
11332,ST-06,,leak,1.465,,2026-09-08 11:09:46.961,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-01,pressure_drop_predictor,invalid_label,,-60.3,2026-09-08 11:09:49.023,"reading_id must be positive int; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
11413,unknown,demand_forecaster,leak,1.506,,,"invalid station_id; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
,ST-04,,leak,,,,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
11522,unknown,pressure_drop_predictor,stable,1.26,-70.9,2026-09-08 11:09:51.977,"invalid station_id; confidence_score must be in [0,1]; response_time_ms must be positive"
11550,unknown,demand_forecaster,invalid_label,-0.834,-14.7,2026-09-08 11:09:52.699,"invalid station_id; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
-930,ST-02,leak_detector,leak,-0.046,-10.8,,"reading_id must be positive int; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
-349,ST-05,unknown_model,-1,,,2026-09-08 11:09:54.722,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
11627,ST-02,demand_forecaster,stable,-0.432,,2026-09-08 11:09:54.825,"predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
11644,ST-06,demand_forecaster,normal,1.401,-25.0,2026-09-08 11:09:55.273,"predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
11646,ST-07,,99999,,,2026-09-08 11:09:55.325,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
11739,ST-05,demand_forecaster,,-0.391,-31.4,2026-09-08 11:09:57.762,"predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
11781,ST-01,unknown_model,drop,,-96.2,2026-09-08 11:09:58.859,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
11838,ST-08,leak_detector,-1,,-68.5,2026-09-08 11:10:00.347,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
11852,ST-99,unknown_model,invalid_label,,,2026-09-08 11:10:00.713,"invalid station_id; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
11853,ST-10,pressure_drop_predictor,99999,,,2026-09-08 11:10:00.739,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
11903,ST-09,demand_forecaster,normal,-0.572,,,"predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
11937,ST-04,pressure_drop_predictor,,-0.219,-89.4,2026-09-08 11:10:02.933,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
11963,ST-99,pressure_drop_predictor,99999,,,2026-09-08 11:10:03.610,"invalid station_id; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
,,leak_detector,99999,,-11.5,2026-09-08 11:10:08.471,"reading_id must be positive int; invalid station_id; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-09,unknown_model,,1.275,,2026-09-08 11:10:09.281,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-09,unknown_model,leak,-0.704,,2026-09-08 11:10:09.646,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
12555,ST-06,pressure_drop_predictor,99999,1.138,,2026-09-08 11:10:19.170,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
12701,ST-99,demand_forecaster,normal,-0.568,,2026-09-08 11:10:22.979,"invalid station_id; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
12707,ST-03,,invalid_label,,-51.5,2026-09-08 11:10:23.136,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
12785,ST-08,unknown_model,,1.258,-21.8,2026-09-08 11:10:25.172,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
12804,ST-10,unknown_model,leak,-0.018,-40.0,2026-09-08 11:10:25.668,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
12829,ST-10,leak_detector,99999,1.903,-38.7,,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
-639,ST-02,leak_detector,-1,1.629,-39.0,2026-09-08 11:10:27.575,"reading_id must be positive int; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-01,,leak,1.425,-55.7,2026-09-08 11:10:27.758,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-03,pressure_drop_predictor,stable,,,2026-09-08 11:10:28.464,"reading_id must be positive int; confidence_score must be in [0,1]; response_time_ms must be positive"
13048,ST-99,unknown_model,drop,,-74.6,2026-09-08 11:10:32.127,"invalid station_id; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
13176,ST-10,,invalid_label,1.527,-89.6,2026-09-08 11:10:35.477,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-09,leak_detector,leak,1.505,-37.8,2026-09-08 11:10:35.999,"reading_id must be positive int; confidence_score must be in [0,1]; response_time_ms must be positive"
-136,ST-03,pressure_drop_predictor,drop,1.202,-22.7,2026-09-08 11:10:36.730,"reading_id must be positive int; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-99,leak_detector,drop,,-75.9,2026-09-08 11:10:37.538,"reading_id must be positive int; invalid station_id; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
13299,ST-01,pressure_drop_predictor,,1.272,,2026-09-08 11:10:38.769,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-04,,normal,,-43.5,2026-09-08 11:10:43.098,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
-874,ST-08,,99999,,,2026-09-08 11:10:44.537,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
13566,ST-06,,invalid_label,-0.855,,2026-09-08 11:10:45.791,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
13606,unknown,unknown_model,drop,,,2026-09-08 11:10:46.844,"invalid station_id; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
13614,ST-10,pressure_drop_predictor,invalid_label,,-71.2,2026-09-08 11:10:47.064,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
13764,ST-02,leak_detector,leak,,,2026-09-08 11:10:50.988,"confidence_score must be in [0,1]; response_time_ms must be positive"
13767,ST-99,leak_detector,,,,2026-09-08 11:10:51.067,"invalid station_id; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-05,,invalid_label,,,2026-09-08 11:10:51.329,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
13903,ST-05,,normal,-0.331,,2026-09-08 11:10:54.683,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
13907,ST-04,,normal,1.714,-43.0,2026-09-08 11:10:54.788,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-99,unknown_model,99999,,,2026-09-08 11:10:55.313,"reading_id must be positive int; invalid station_id; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
13946,ST-05,pressure_drop_predictor,-1,1.716,,2026-09-08 11:10:55.835,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
13986,ST-08,unknown_model,normal,-0.193,-32.9,2026-09-08 11:10:56.900,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
14035,ST-10,leak_detector,-1,1.738,-9.0,2026-09-08 11:10:58.189,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
-653,ST-05,demand_forecaster,invalid_label,-0.114,,2026-09-08 11:10:59.881,"reading_id must be positive int; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
14152,ST-10,demand_forecaster,normal,1.79,-85.7,2026-09-08 11:11:01.270,"predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
14192,unknown,unknown_model,-1,-0.405,-24.9,2026-09-08 11:11:02.356,"invalid station_id; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
-788,ST-03,pressure_drop_predictor,invalid_label,-0.113,-36.4,2026-09-08 11:11:03.282,"reading_id must be positive int; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
-700,ST-99,unknown_model,invalid_label,-0.823,-30.9,2026-09-08 11:11:03.411,"reading_id must be positive int; invalid station_id; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
14244,ST-99,unknown_model,normal,1.045,-54.3,2026-09-08 11:11:03.746,"invalid station_id; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
14266,ST-10,unknown_model,leak,-0.988,-24.9,2026-09-08 11:11:04.313,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-03,pressure_drop_predictor,-1,,,2026-09-08 11:11:06.102,"reading_id must be positive int; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
14345,ST-08,unknown_model,normal,1.569,,2026-09-08 11:11:06.416,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
-501,ST-06,pressure_drop_predictor,-1,,-19.4,,"reading_id must be positive int; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
-142,ST-04,pressure_drop_predictor,-1,1.438,,,"reading_id must be positive int; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
14553,ST-04,leak_detector,-1,,-95.1,2026-09-08 11:11:11.989,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-04,demand_forecaster,leak,,,2026-09-08 11:11:12.017,"reading_id must be positive int; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
,ST-05,,invalid_label,-0.464,-37.7,,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
14590,ST-06,unknown_model,99999,1.969,-44.9,2026-09-08 11:11:13.020,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
14617,ST-06,demand_forecaster,stable,,-55.8,2026-09-08 11:11:13.741,"predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
-65,ST-06,leak_detector,stable,-0.578,-58.1,,"reading_id must be positive int; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
-486,unknown,demand_forecaster,99999,,,2026-09-08 11:11:15.603,"reading_id must be positive int; invalid station_id; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
14763,ST-07,pressure_drop_predictor,99999,,-28.9,2026-09-08 11:11:17.630,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
,,pressure_drop_predictor,,,,,"reading_id must be positive int; invalid station_id; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
,ST-08,,invalid_label,,,2026-09-08 11:11:22.464,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
14989,ST-07,unknown_model,leak,,-41.4,2026-09-08 11:11:23.621,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
15020,,demand_forecaster,-1,-0.69,,2026-09-08 11:11:24.430,"invalid station_id; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
-368,ST-99,leak_detector,99999,1.972,,2026-09-08 11:11:25.745,"reading_id must be positive int; invalid station_id; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
-120,ST-02,pressure_drop_predictor,-1,-0.053,,2026-09-08 11:11:26.535,"reading_id must be positive int; predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
15124,ST-05,unknown_model,normal,-0.343,,2026-09-08 11:11:27.222,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
15265,ST-01,,normal,1.071,-65.8,,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
,ST-06,,invalid_label,1.923,,,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
15430,ST-10,,99999,-0.373,,2026-09-08 11:11:35.235,"invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
15459,,unknown_model,stable,1.401,-85.5,2026-09-08 11:11:35.995,"invalid station_id; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
15558,ST-02,pressure_drop_predictor,stable,1.261,,2026-09-08 11:11:38.590,"confidence_score must be in [0,1]; response_time_ms must be positive"
15565,ST-99,demand_forecaster,stable,,,2026-09-08 11:11:38.772,"invalid station_id; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
-746,ST-09,demand_forecaster,99999,,,2026-09-08 11:11:39.349,"reading_id must be positive int; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
15697,ST-03,demand_forecaster,leak,1.362,-37.7,2026-09-08 11:11:42.293,"predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
15738,ST-05,demand_forecaster,-1,-0.706,,,"predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
-895,ST-99,demand_forecaster,stable,1.109,-63.3,2026-09-08 11:11:43.398,"reading_id must be positive int; invalid station_id; predicted_label must be int 1..5000; confidence_score must be in [0,1]; response_time_ms must be positive"
-953,ST-06,,normal,1.363,-11.8,2026-09-08 11:11:44.529,"reading_id must be positive int; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
,unknown,unknown_model,normal,1.171,,2026-09-08 11:11:47.279,"reading_id must be positive int; invalid station_id; invalid model_name; confidence_score must be in [0,1]; response_time_ms must be positive"
16071,ST-10,leak_detector,-1,1.434,-71.7,,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive; invalid timestamp"
16078,ST-02,pressure_drop_predictor,99999,-0.04,-56.6,2026-09-08 11:11:52.421,"predicted_label mismatch for model; confidence_score must be in [0,1]; response_time_ms must be positive"
