reading_id,station_id,model_name,predicted_label,confidence_score,response_time_ms,timestamp
2401,ST-10,leak_detector,normal,0.85,37.5,2026-09-08 11:05:51.857
2402,ST-10,pressure_drop_predictor,stable,0.781,49.2,2026-09-08 11:05:51.883
2403,ST-01,demand_forecaster,2637,0.741,51.8,2026-09-08 11:05:51.912
2404,ST-07,leak_detector,normal,0.821,38.0,2026-09-08 11:05:51.938
2405,ST-03,pressure_drop_predictor,stable,0.888,67.3,2026-09-08 11:05:51.965
2406,ST-09,leak_detector,normal,0.897,28.0,2026-09-08 11:05:51.991
2407,ST-04,demand_forecaster,1026,0.51,71.2,2026-09-08 11:05:52.016
2408,ST-03,leak_detector,normal,0.84,45.6,2026-09-08 11:05:52.042
2409,ST-01,pressure_drop_predictor,stable,0.729,37.8,2026-09-08 11:05:52.068
2411,ST-01,leak_detector,normal,0.958,43.4,2026-09-08 11:05:52.120
2412,ST-03,leak_detector,normal,0.918,33.2,2026-09-08 11:05:52.146
2413,ST-02,demand_forecaster,360,0.791,84.2,2026-09-08 11:05:52.172
2414,ST-08,demand_forecaster,2183,0.846,75.0,2026-09-08 11:05:52.198
2415,ST-10,demand_forecaster,3083,0.821,72.7,2026-09-08 11:05:52.224
2416,ST-02,pressure_drop_predictor,stable,0.814,41.7,2026-09-08 11:05:52.251
2417,ST-01,leak_detector,normal,0.861,35.8,2026-09-08 11:05:52.277
2418,ST-05,leak_detector,normal,0.873,30.3,2026-09-08 11:05:52.302
2419,ST-05,leak_detector,normal,0.891,36.4,2026-09-08 11:05:52.328
2420,ST-01,pressure_drop_predictor,stable,0.729,50.7,2026-09-08 11:05:52.355
2421,ST-01,leak_detector,normal,0.87,36.9,2026-09-08 11:05:52.381
2422,ST-02,leak_detector,normal,0.859,34.0,2026-09-08 11:05:52.407
2423,ST-08,leak_detector,normal,1,34.9,2026-09-08 11:05:52.434
2424,ST-04,demand_forecaster,2482,0.705,94.5,2026-09-08 11:05:52.460
2425,ST-07,demand_forecaster,727,0.646,96.5,2026-09-08 11:05:52.486
2426,ST-01,pressure_drop_predictor,stable,0.76,60.1,2026-09-08 11:05:52.512
2427,ST-05,demand_forecaster,1309,0.653,100.8,2026-09-08 11:05:52.539
2428,ST-09,leak_detector,normal,0.815,32.5,2026-09-08 11:05:52.565
2429,ST-08,pressure_drop_predictor,drop,0.872,51.7,2026-09-08 11:05:52.591
2430,ST-09,leak_detector,normal,0.87,46.7,2026-09-08 11:05:52.617
2431,ST-03,leak_detector,normal,0.822,35.0,2026-09-08 11:05:52.643
2432,ST-03,demand_forecaster,641,0.928,45.9,2026-09-08 11:05:52.669
2433,ST-03,leak_detector,normal,0.945,29.6,2026-09-08 11:05:52.695
2434,ST-09,pressure_drop_predictor,stable,0.777,61.6,2026-09-08 11:05:52.721
2435,ST-05,leak_detector,normal,0.935,32.2,2026-09-08 11:05:52.747
2436,ST-05,leak_detector,normal,0.849,41.7,2026-09-08 11:05:52.774
2437,ST-10,leak_detector,normal,0.933,33.2,2026-09-08 11:05:52.799
2438,ST-06,demand_forecaster,4481,0.626,69.4,2026-09-08 11:05:52.826
2439,ST-08,leak_detector,normal,0.837,22.3,2026-09-08 11:05:52.851
2440,ST-05,demand_forecaster,2708,0.689,67.7,2026-09-08 11:05:52.878
2441,ST-09,leak_detector,normal,0.925,32.2,2026-09-08 11:05:52.904
2442,ST-06,pressure_drop_predictor,drop,0.752,50.5,2026-09-08 11:05:52.929
2443,ST-01,leak_detector,leak,0.864,27.7,2026-09-08 11:05:52.956
2444,ST-10,pressure_drop_predictor,stable,0.787,35.9,2026-09-08 11:05:52.982
2445,ST-06,demand_forecaster,3272,0.706,82.8,2026-09-08 11:05:53.007
2446,ST-07,pressure_drop_predictor,drop,0.815,48.2,2026-09-08 11:05:53.033
2447,ST-07,demand_forecaster,4247,0.462,75.6,2026-09-08 11:05:53.059
2448,ST-01,demand_forecaster,374,0.732,93.1,2026-09-08 11:05:53.085
2449,ST-04,pressure_drop_predictor,stable,0.696,54.2,2026-09-08 11:05:53.115
2450,ST-02,leak_detector,normal,0.952,32.7,2026-09-08 11:05:53.141
2451,ST-07,demand_forecaster,4592,0.653,100.6,2026-09-08 11:05:53.167
2452,ST-01,demand_forecaster,386,0.845,74.6,2026-09-08 11:05:53.193
2453,ST-09,pressure_drop_predictor,drop,0.952,48.9,2026-09-08 11:05:53.219
2454,ST-03,demand_forecaster,4523,0.613,63.6,2026-09-08 11:05:53.245
2455,ST-10,pressure_drop_predictor,stable,0.986,47.7,2026-09-08 11:05:53.271
2456,ST-07,leak_detector,normal,0.872,40.1,2026-09-08 11:05:53.298
2457,ST-06,pressure_drop_predictor,stable,0.832,65.8,2026-09-08 11:05:53.324
2458,ST-08,leak_detector,normal,0.947,24.1,2026-09-08 11:05:53.376
2459,ST-08,pressure_drop_predictor,drop,0.954,59.9,2026-09-08 11:05:53.401
2460,ST-05,pressure_drop_predictor,stable,0.738,52.1,2026-09-08 11:05:53.428
2461,ST-01,demand_forecaster,474,0.581,71.2,2026-09-08 11:05:53.453
2462,ST-10,leak_detector,normal,0.938,45.6,2026-09-08 11:05:53.479
2463,ST-01,pressure_drop_predictor,stable,0.859,60.0,2026-09-08 11:05:53.505
2464,ST-01,demand_forecaster,1362,0.683,73.7,2026-09-08 11:05:53.531
2465,ST-06,leak_detector,leak,0.891,49.8,2026-09-08 11:05:53.557
2466,ST-05,leak_detector,normal,0.951,23.5,2026-09-08 11:05:53.583
2467,ST-04,pressure_drop_predictor,stable,0.722,41.6,2026-09-08 11:05:53.609
2468,ST-08,leak_detector,normal,0.966,33.2,2026-09-08 11:05:53.635
2469,ST-05,demand_forecaster,3968,0.614,94.6,2026-09-08 11:05:53.661
2470,ST-09,demand_forecaster,1026,0.729,102.3,2026-09-08 11:05:53.687
2471,ST-05,pressure_drop_predictor,drop,0.813,53.7,2026-09-08 11:05:53.714
2472,ST-07,leak_detector,normal,0.749,31.2,2026-09-08 11:05:53.740
2473,ST-02,demand_forecaster,4406,0.793,72.3,2026-09-08 11:05:53.766
2474,ST-07,pressure_drop_predictor,stable,0.909,43.9,2026-09-08 11:05:53.792
2475,ST-10,pressure_drop_predictor,stable,0.701,45.9,2026-09-08 11:05:53.817
2476,ST-04,demand_forecaster,2203,0.716,90.2,2026-09-08 11:05:53.843
2477,ST-06,leak_detector,normal,0.931,31.8,2026-09-08 11:05:53.869
2478,ST-07,leak_detector,normal,0.86,36.5,2026-09-08 11:05:53.896
2479,ST-07,pressure_drop_predictor,stable,0.839,51.5,2026-09-08 11:05:53.921
2480,ST-09,pressure_drop_predictor,drop,0.862,51.3,2026-09-08 11:05:53.948
2481,ST-10,demand_forecaster,1435,0.77,88.2,2026-09-08 11:05:53.974
2482,ST-04,leak_detector,normal,0.817,43.6,2026-09-08 11:05:54.001
2483,ST-06,demand_forecaster,3963,0.74,83.8,2026-09-08 11:05:54.027
2484,ST-07,demand_forecaster,1402,0.857,62.9,2026-09-08 11:05:54.052
2485,ST-05,demand_forecaster,4393,0.712,101.5,2026-09-08 11:05:54.078
2486,ST-05,demand_forecaster,2887,0.693,80.5,2026-09-08 11:05:54.105
2487,ST-08,demand_forecaster,4299,0.538,73.4,2026-09-08 11:05:54.131
2488,ST-03,pressure_drop_predictor,stable,0.845,75.6,2026-09-08 11:05:54.157
2489,ST-08,pressure_drop_predictor,stable,0.85,56.8,2026-09-08 11:05:54.183
2490,ST-02,demand_forecaster,1982,0.82,70.2,2026-09-08 11:05:54.209
2491,ST-02,demand_forecaster,2815,0.635,50.8,2026-09-08 11:05:54.235
2492,ST-05,pressure_drop_predictor,stable,0.732,43.6,2026-09-08 11:05:54.261
2493,ST-03,pressure_drop_predictor,drop,0.557,43.1,2026-09-08 11:05:54.287
2494,ST-02,leak_detector,normal,0.963,35.8,2026-09-08 11:05:54.314
2495,ST-06,demand_forecaster,1848,0.665,98.2,2026-09-08 11:05:54.340
2496,ST-05,leak_detector,normal,0.719,47.4,2026-09-08 11:05:54.366
2497,ST-03,pressure_drop_predictor,stable,0.737,61.4,2026-09-08 11:05:54.392
2498,ST-01,demand_forecaster,2642,0.876,83.0,2026-09-08 11:05:54.418
2499,ST-08,demand_forecaster,1275,0.666,86.3,2026-09-08 11:05:54.445
2500,ST-03,demand_forecaster,2709,0.748,99.2,2026-09-08 11:05:54.471
2501,ST-09,pressure_drop_predictor,drop,0.631,54.7,2026-09-08 11:05:54.497
2502,ST-05,demand_forecaster,4840,0.726,82.3,2026-09-08 11:05:54.523
2503,ST-07,pressure_drop_predictor,drop,0.715,29.5,2026-09-08 11:05:54.549
2504,ST-06,leak_detector,normal,0.946,31.9,2026-09-08 11:05:54.575
2505,ST-09,pressure_drop_predictor,stable,0.765,65.3,2026-09-08 11:05:54.601
2506,ST-02,pressure_drop_predictor,drop,0.837,50.0,2026-09-08 11:05:54.627
2507,ST-09,leak_detector,normal,0.871,42.1,2026-09-08 11:05:54.653
2508,ST-01,leak_detector,normal,0.945,44.1,2026-09-08 11:05:54.678
2509,ST-10,pressure_drop_predictor,drop,0.955,60.0,2026-09-08 11:05:54.705
2510,ST-06,demand_forecaster,1549,0.864,97.5,2026-09-08 11:05:54.731
2511,ST-06,pressure_drop_predictor,stable,0.88,61.4,2026-09-08 11:05:54.757
2512,ST-01,leak_detector,normal,0.797,30.4,2026-09-08 11:05:54.783
2513,ST-07,leak_detector,normal,0.908,35.3,2026-09-08 11:05:54.809
2514,ST-05,leak_detector,normal,0.835,42.3,2026-09-08 11:05:54.835
2515,ST-06,leak_detector,normal,0.817,27.9,2026-09-08 11:05:54.860
2516,ST-02,leak_detector,normal,0.916,43.6,2026-09-08 11:05:54.886
2517,ST-10,leak_detector,normal,0.968,31.9,2026-09-08 11:05:54.912
2518,ST-01,demand_forecaster,3633,0.501,73.9,2026-09-08 11:05:54.938
2519,ST-04,pressure_drop_predictor,stable,0.82,38.6,2026-09-08 11:05:54.965
2520,ST-02,demand_forecaster,3255,0.744,103.4,2026-09-08 11:05:54.991
2521,ST-08,pressure_drop_predictor,stable,0.718,73.4,2026-09-08 11:05:55.017
2522,ST-10,demand_forecaster,2247,0.672,72.1,2026-09-08 11:05:55.043
2523,ST-02,leak_detector,leak,0.872,29.5,2026-09-08 11:05:55.069
2524,ST-02,pressure_drop_predictor,stable,0.755,45.0,2026-09-08 11:05:55.095
2525,ST-06,demand_forecaster,1183,0.712,70.3,2026-09-08 11:05:55.121
2526,ST-09,leak_detector,normal,0.914,29.4,2026-09-08 11:05:55.147
2527,ST-06,leak_detector,normal,0.809,48.8,2026-09-08 11:05:55.173
2528,ST-07,demand_forecaster,3056,0.773,89.9,2026-09-08 11:05:55.200
2529,ST-07,demand_forecaster,1495,0.825,55.7,2026-09-08 11:05:55.226
2530,ST-07,leak_detector,normal,0.898,48.8,2026-09-08 11:05:55.252
2531,ST-05,pressure_drop_predictor,stable,0.811,73.7,2026-09-08 11:05:55.278
2532,ST-04,demand_forecaster,4385,0.801,78.6,2026-09-08 11:05:55.304
2533,ST-10,pressure_drop_predictor,drop,0.879,42.1,2026-09-08 11:05:55.330
2534,ST-07,leak_detector,normal,0.777,26.9,2026-09-08 11:05:55.356
2535,ST-08,demand_forecaster,2159,0.728,85.3,2026-09-08 11:05:55.382
2536,ST-06,pressure_drop_predictor,drop,0.959,55.4,2026-09-08 11:05:55.408
2537,ST-03,demand_forecaster,1039,0.775,91.8,2026-09-08 11:05:55.434
2538,ST-01,leak_detector,normal,0.812,36.9,2026-09-08 11:05:55.460
2539,ST-07,leak_detector,normal,0.931,41.7,2026-09-08 11:05:55.486
2540,ST-05,pressure_drop_predictor,stable,0.824,44.1,2026-09-08 11:05:55.512
2541,ST-01,leak_detector,normal,0.947,37.3,2026-09-08 11:05:55.538
2542,ST-08,leak_detector,normal,0.864,42.2,2026-09-08 11:05:55.565
2543,ST-08,pressure_drop_predictor,stable,0.967,57.7,2026-09-08 11:05:55.591
2544,ST-04,leak_detector,leak,0.933,33.0,2026-09-08 11:05:55.617
2545,ST-05,pressure_drop_predictor,drop,0.843,47.1,2026-09-08 11:05:55.643
2546,ST-09,demand_forecaster,2103,0.543,84.2,2026-09-08 11:05:55.669
2547,ST-08,leak_detector,normal,0.933,32.6,2026-09-08 11:05:55.695
2548,ST-07,leak_detector,normal,0.902,33.6,2026-09-08 11:05:55.722
2549,ST-01,pressure_drop_predictor,stable,0.822,63.9,2026-09-08 11:05:55.748
2550,ST-03,pressure_drop_predictor,stable,0.762,49.7,2026-09-08 11:05:55.775
2551,ST-04,leak_detector,normal,0.86,31.2,2026-09-08 11:05:55.800
2552,ST-09,leak_detector,normal,0.782,27.3,2026-09-08 11:05:55.826
2553,ST-04,leak_detector,normal,0.938,40.1,2026-09-08 11:05:55.852
2554,ST-06,demand_forecaster,258,0.637,63.4,2026-09-08 11:05:55.878
2555,ST-09,pressure_drop_predictor,drop,0.691,59.8,2026-09-08 11:05:55.904
2556,ST-01,pressure_drop_predictor,drop,0.632,58.7,2026-09-08 11:05:55.930
2557,ST-05,leak_detector,normal,0.887,33.8,2026-09-08 11:05:55.956
2558,ST-03,leak_detector,normal,0.79,34.8,2026-09-08 11:05:55.982
2559,ST-08,demand_forecaster,4772,0.774,100.6,2026-09-08 11:05:56.008
2560,ST-07,demand_forecaster,109,0.721,65.7,2026-09-08 11:05:56.034
2561,ST-01,leak_detector,normal,0.972,17.6,2026-09-08 11:05:56.060
2562,ST-10,demand_forecaster,1084,0.825,80.5,2026-09-08 11:05:56.086
2563,ST-10,leak_detector,normal,0.771,45.2,2026-09-08 11:05:56.113
2564,ST-04,leak_detector,normal,0.907,34.0,2026-09-08 11:05:56.139
2565,ST-05,leak_detector,normal,0.847,32.4,2026-09-08 11:05:56.165
2566,ST-01,pressure_drop_predictor,stable,0.819,57.3,2026-09-08 11:05:56.191
2567,ST-03,pressure_drop_predictor,stable,0.732,54.4,2026-09-08 11:05:56.217
2568,ST-04,pressure_drop_predictor,stable,0.759,43.9,2026-09-08 11:05:56.243
2569,ST-02,demand_forecaster,4081,0.786,63.7,2026-09-08 11:05:56.269
2570,ST-08,leak_detector,leak,0.83,35.8,2026-09-08 11:05:56.295
2571,ST-08,pressure_drop_predictor,stable,0.932,59.4,2026-09-08 11:05:56.321
2572,ST-02,pressure_drop_predictor,stable,0.817,62.0,2026-09-08 11:05:56.347
2573,ST-10,demand_forecaster,2939,0.705,92.9,2026-09-08 11:05:56.374
2574,ST-01,demand_forecaster,2811,0.596,95.9,2026-09-08 11:05:56.400
2575,ST-08,leak_detector,normal,0.955,39.3,2026-09-08 11:05:56.426
2576,ST-04,pressure_drop_predictor,stable,0.852,53.9,2026-09-08 11:05:56.452
2577,ST-07,leak_detector,normal,0.898,35.8,2026-09-08 11:05:56.477
2578,ST-04,demand_forecaster,4445,0.713,74.8,2026-09-08 11:05:56.504
2579,ST-09,demand_forecaster,1798,0.629,91.0,2026-09-08 11:05:56.530
2580,ST-09,leak_detector,normal,0.842,28.5,2026-09-08 11:05:56.556
2581,ST-07,leak_detector,normal,1,28.0,2026-09-08 11:05:56.582
2582,ST-03,pressure_drop_predictor,stable,0.774,54.3,2026-09-08 11:05:56.609
2583,ST-04,leak_detector,normal,0.827,39.9,2026-09-08 11:05:56.635
2584,ST-01,pressure_drop_predictor,drop,0.812,54.0,2026-09-08 11:05:56.661
2585,ST-10,leak_detector,normal,0.954,38.1,2026-09-08 11:05:56.687
2586,ST-04,leak_detector,normal,0.965,15.8,2026-09-08 11:05:56.713
2587,ST-08,demand_forecaster,1272,0.515,62.2,2026-09-08 11:05:56.739
2588,ST-09,demand_forecaster,598,0.72,79.0,2026-09-08 11:05:56.765
2589,ST-07,pressure_drop_predictor,drop,0.623,56.0,2026-09-08 11:05:56.791
2590,ST-04,leak_detector,leak,0.92,38.5,2026-09-08 11:05:56.817
2591,ST-02,leak_detector,normal,0.781,40.8,2026-09-08 11:05:56.843
2592,ST-02,demand_forecaster,4299,0.688,57.0,2026-09-08 11:05:56.869
2593,ST-03,leak_detector,normal,0.885,30.0,2026-09-08 11:05:56.895
2594,ST-05,demand_forecaster,4177,0.674,86.6,2026-09-08 11:05:56.921
2595,ST-08,pressure_drop_predictor,stable,0.747,50.8,2026-09-08 11:05:56.948
2596,ST-05,demand_forecaster,4969,0.538,53.6,2026-09-08 11:05:56.975
2597,ST-10,leak_detector,normal,0.984,50.2,2026-09-08 11:05:57.001
2598,ST-03,pressure_drop_predictor,drop,0.842,40.5,2026-09-08 11:05:57.026
2599,ST-10,leak_detector,normal,0.906,30.4,2026-09-08 11:05:57.053
2600,ST-09,leak_detector,normal,0.847,46.1,2026-09-08 11:05:57.079
2601,ST-10,pressure_drop_predictor,drop,0.834,70.9,2026-09-08 11:05:57.105
2602,ST-08,leak_detector,normal,0.808,38.1,2026-09-08 11:05:57.131
2603,ST-02,demand_forecaster,4418,0.767,100.8,2026-09-08 11:05:57.158
2604,ST-04,leak_detector,normal,0.874,23.7,2026-09-08 11:05:57.184
2605,ST-09,demand_forecaster,1570,0.733,78.5,2026-09-08 11:05:57.210
2606,ST-05,demand_forecaster,4128,0.828,56.1,2026-09-08 11:05:57.236
2607,ST-02,leak_detector,normal,0.816,45.6,2026-09-08 11:05:57.262
2608,ST-04,leak_detector,normal,0.915,30.6,2026-09-08 11:05:57.288
2609,ST-06,leak_detector,normal,0.893,28.3,2026-09-08 11:05:57.314
2610,ST-02,leak_detector,normal,0.871,34.6,2026-09-08 11:05:57.341
2611,ST-04,demand_forecaster,3400,0.744,77.3,2026-09-08 11:05:57.367
2612,ST-07,leak_detector,normal,0.938,33.1,2026-09-08 11:05:57.392
2613,ST-06,pressure_drop_predictor,stable,0.722,72.3,2026-09-08 11:05:57.419
2614,ST-04,pressure_drop_predictor,stable,0.658,59.8,2026-09-08 11:05:57.444
2615,ST-02,leak_detector,normal,0.946,41.3,2026-09-08 11:05:57.470
2616,ST-09,pressure_drop_predictor,stable,0.88,75.7,2026-09-08 11:05:57.505
2617,ST-01,demand_forecaster,4471,0.7,86.4,2026-09-08 11:05:57.538
2618,ST-02,demand_forecaster,4107,0.506,56.6,2026-09-08 11:05:57.564
2619,ST-04,leak_detector,normal,0.934,39.1,2026-09-08 11:05:57.591
2620,ST-06,demand_forecaster,1877,0.821,79.7,2026-09-08 11:05:57.617
2621,ST-01,pressure_drop_predictor,stable,1,56.0,2026-09-08 11:05:57.643
2622,ST-10,pressure_drop_predictor,drop,0.733,52.7,2026-09-08 11:05:57.669
2623,ST-05,pressure_drop_predictor,stable,0.797,58.2,2026-09-08 11:05:57.695
2624,ST-05,demand_forecaster,2675,0.698,57.5,2026-09-08 11:05:57.720
2625,ST-04,demand_forecaster,2243,0.87,88.3,2026-09-08 11:05:57.746
2626,ST-07,pressure_drop_predictor,stable,0.852,63.4,2026-09-08 11:05:57.772
2627,ST-02,leak_detector,normal,0.954,24.9,2026-09-08 11:05:57.798
2628,ST-06,pressure_drop_predictor,stable,0.772,54.5,2026-09-08 11:05:57.824
2629,ST-02,pressure_drop_predictor,drop,0.869,65.1,2026-09-08 11:05:57.850
2631,ST-08,demand_forecaster,2575,0.703,79.0,2026-09-08 11:05:57.902
2632,ST-04,leak_detector,normal,0.878,26.8,2026-09-08 11:05:57.929
2633,ST-06,leak_detector,leak,0.838,38.4,2026-09-08 11:05:57.955
2634,ST-02,leak_detector,normal,0.903,39.8,2026-09-08 11:05:57.980
2635,ST-01,demand_forecaster,2178,0.544,87.0,2026-09-08 11:05:58.006
2636,ST-03,pressure_drop_predictor,drop,0.755,57.1,2026-09-08 11:05:58.032
2637,ST-07,leak_detector,normal,0.938,45.0,2026-09-08 11:05:58.058
2638,ST-02,demand_forecaster,1834,0.68,98.5,2026-09-08 11:05:58.084
2639,ST-06,pressure_drop_predictor,stable,0.873,38.7,2026-09-08 11:05:58.111
2640,ST-04,pressure_drop_predictor,stable,0.704,46.9,2026-09-08 11:05:58.137
2641,ST-05,demand_forecaster,2453,0.709,74.8,2026-09-08 11:05:58.164
2642,ST-06,demand_forecaster,4074,0.568,63.3,2026-09-08 11:05:58.190
2643,ST-04,pressure_drop_predictor,stable,0.771,43.9,2026-09-08 11:05:58.216
2644,ST-01,pressure_drop_predictor,stable,0.758,51.3,2026-09-08 11:05:58.242
2645,ST-09,pressure_drop_predictor,drop,0.841,64.0,2026-09-08 11:05:58.268
2646,ST-01,leak_detector,normal,0.923,30.4,2026-09-08 11:05:58.294
2647,ST-08,pressure_drop_predictor,stable,0.688,61.7,2026-09-08 11:05:58.320
2648,ST-05,demand_forecaster,3195,0.728,57.7,2026-09-08 11:05:58.346
2649,ST-05,demand_forecaster,3536,0.802,65.9,2026-09-08 11:05:58.373
2650,ST-05,leak_detector,normal,0.927,22.8,2026-09-08 11:05:58.399
2651,ST-06,leak_detector,normal,0.737,38.4,2026-09-08 11:05:58.425
2652,ST-04,leak_detector,normal,0.971,37.6,2026-09-08 11:05:58.451
2653,ST-07,demand_forecaster,655,0.745,92.1,2026-09-08 11:05:58.477
2654,ST-06,demand_forecaster,2556,0.455,55.4,2026-09-08 11:05:58.503
2655,ST-04,pressure_drop_predictor,stable,0.803,54.1,2026-09-08 11:05:58.529
2656,ST-05,pressure_drop_predictor,stable,0.924,51.5,2026-09-08 11:05:58.555
2657,ST-10,pressure_drop_predictor,drop,0.795,70.1,2026-09-08 11:05:58.581
2658,ST-02,pressure_drop_predictor,stable,0.809,64.1,2026-09-08 11:05:58.607
2659,ST-04,demand_forecaster,1012,0.732,93.8,2026-09-08 11:05:58.633
2660,ST-02,leak_detector,normal,0.86,29.0,2026-09-08 11:05:58.659
2661,ST-07,pressure_drop_predictor,drop,1,57.7,2026-09-08 11:05:58.685
2662,ST-03,pressure_drop_predictor,stable,0.739,47.4,2026-09-08 11:05:58.710
2663,ST-10,leak_detector,normal,0.838,48.4,2026-09-08 11:05:58.736
2664,ST-02,leak_detector,normal,0.826,34.3,2026-09-08 11:05:58.762
2665,ST-03,leak_detector,normal,0.833,27.7,2026-09-08 11:05:58.788
2666,ST-02,pressure_drop_predictor,drop,0.886,57.6,2026-09-08 11:05:58.815
2667,ST-05,leak_detector,normal,0.979,26.1,2026-09-08 11:05:58.841
2668,ST-04,pressure_drop_predictor,stable,0.667,45.2,2026-09-08 11:05:58.866
2669,ST-08,pressure_drop_predictor,drop,0.751,75.4,2026-09-08 11:05:58.893
2670,ST-02,demand_forecaster,2693,0.73,55.6,2026-09-08 11:05:58.918
2671,ST-10,pressure_drop_predictor,drop,0.811,56.6,2026-09-08 11:05:58.945
2672,ST-05,leak_detector,normal,0.702,20.2,2026-09-08 11:05:58.971
2673,ST-08,demand_forecaster,1040,0.664,84.4,2026-09-08 11:05:58.997
2674,ST-08,pressure_drop_predictor,stable,0.896,52.2,2026-09-08 11:05:59.023
2675,ST-02,demand_forecaster,3554,0.811,91.8,2026-09-08 11:05:59.049
2676,ST-07,leak_detector,normal,0.943,36.7,2026-09-08 11:05:59.075
2677,ST-03,leak_detector,normal,0.949,25.6,2026-09-08 11:05:59.101
2678,ST-07,leak_detector,normal,0.921,29.2,2026-09-08 11:05:59.127
2679,ST-03,demand_forecaster,2590,0.748,90.7,2026-09-08 11:05:59.153
2680,ST-02,pressure_drop_predictor,drop,0.737,42.5,2026-09-08 11:05:59.179
2682,ST-06,leak_detector,normal,0.891,29.6,2026-09-08 11:05:59.232
2683,ST-01,demand_forecaster,2267,0.582,84.7,2026-09-08 11:05:59.258
2684,ST-03,leak_detector,normal,0.942,25.0,2026-09-08 11:05:59.284
2685,ST-08,demand_forecaster,2250,0.806,62.0,2026-09-08 11:05:59.310
2686,ST-05,pressure_drop_predictor,stable,0.864,57.4,2026-09-08 11:05:59.336
2687,ST-07,demand_forecaster,2473,0.642,121.2,2026-09-08 11:05:59.362
2688,ST-04,leak_detector,normal,0.903,35.5,2026-09-08 11:05:59.388
2689,ST-10,leak_detector,normal,0.729,39.1,2026-09-08 11:05:59.415
2690,ST-08,leak_detector,normal,0.888,47.7,2026-09-08 11:05:59.441
2691,ST-06,pressure_drop_predictor,drop,0.758,40.8,2026-09-08 11:05:59.466
2692,ST-07,leak_detector,normal,0.893,42.8,2026-09-08 11:05:59.492
2694,ST-06,demand_forecaster,3154,0.565,75.6,2026-09-08 11:05:59.544
2695,ST-05,demand_forecaster,2345,0.689,81.4,2026-09-08 11:05:59.571
2696,ST-06,pressure_drop_predictor,drop,0.763,67.1,2026-09-08 11:05:59.597
2697,ST-08,leak_detector,normal,0.826,36.8,2026-09-08 11:05:59.623
2698,ST-01,demand_forecaster,2016,0.526,73.3,2026-09-08 11:05:59.650
2699,ST-02,leak_detector,normal,0.821,35.1,2026-09-08 11:05:59.676
2700,ST-08,leak_detector,normal,0.825,31.2,2026-09-08 11:05:59.702
2701,ST-06,pressure_drop_predictor,drop,0.667,50.6,2026-09-08 11:05:59.728
2702,ST-04,pressure_drop_predictor,drop,0.874,55.1,2026-09-08 11:05:59.754
2703,ST-08,demand_forecaster,3265,0.659,84.1,2026-09-08 11:05:59.781
2704,ST-04,pressure_drop_predictor,stable,0.907,48.5,2026-09-08 11:05:59.807
2705,ST-07,demand_forecaster,2945,0.594,65.1,2026-09-08 11:05:59.834
2707,ST-07,pressure_drop_predictor,drop,0.862,33.8,2026-09-08 11:05:59.886
2708,ST-03,leak_detector,normal,0.814,38.2,2026-09-08 11:05:59.912
2709,ST-03,demand_forecaster,1124,0.706,54.9,2026-09-08 11:05:59.940
2710,ST-05,demand_forecaster,4133,0.699,63.3,2026-09-08 11:05:59.966
2711,ST-07,pressure_drop_predictor,drop,0.891,58.2,2026-09-08 11:05:59.992
2712,ST-04,demand_forecaster,3530,0.758,90.1,2026-09-08 11:06:00.018
2713,ST-01,pressure_drop_predictor,stable,0.867,52.2,2026-09-08 11:06:00.045
2714,ST-01,pressure_drop_predictor,drop,0.826,89.2,2026-09-08 11:06:00.070
2715,ST-01,demand_forecaster,3452,0.929,101.0,2026-09-08 11:06:00.097
2716,ST-04,demand_forecaster,3822,0.654,73.9,2026-09-08 11:06:00.123
2717,ST-06,demand_forecaster,4909,0.664,91.3,2026-09-08 11:06:00.149
2718,ST-05,demand_forecaster,2136,0.66,75.3,2026-09-08 11:06:00.175
2719,ST-07,demand_forecaster,2078,0.787,67.9,2026-09-08 11:06:00.201
2720,ST-08,leak_detector,normal,0.805,34.1,2026-09-08 11:06:00.227
2721,ST-02,pressure_drop_predictor,stable,0.889,47.2,2026-09-08 11:06:00.253
2722,ST-02,leak_detector,normal,0.773,32.8,2026-09-08 11:06:00.279
2723,ST-10,pressure_drop_predictor,stable,0.71,50.3,2026-09-08 11:06:00.305
2724,ST-06,demand_forecaster,3607,0.627,68.9,2026-09-08 11:06:00.331
2725,ST-03,leak_detector,normal,0.902,34.2,2026-09-08 11:06:00.357
2726,ST-08,leak_detector,normal,0.933,42.6,2026-09-08 11:06:00.384
2727,ST-06,pressure_drop_predictor,stable,0.764,60.8,2026-09-08 11:06:00.410
2728,ST-04,pressure_drop_predictor,stable,0.673,65.7,2026-09-08 11:06:00.436
2729,ST-05,pressure_drop_predictor,drop,0.747,60.8,2026-09-08 11:06:00.461
2730,ST-01,leak_detector,normal,0.77,28.0,2026-09-08 11:06:00.488
2731,ST-04,leak_detector,normal,0.844,34.3,2026-09-08 11:06:00.514
2732,ST-03,leak_detector,normal,0.83,45.8,2026-09-08 11:06:00.540
2733,ST-01,pressure_drop_predictor,drop,0.644,58.8,2026-09-08 11:06:00.566
2734,ST-01,demand_forecaster,4606,0.764,76.9,2026-09-08 11:06:00.592
2735,ST-06,leak_detector,normal,0.841,24.2,2026-09-08 11:06:00.619
2736,ST-08,pressure_drop_predictor,drop,0.814,55.7,2026-09-08 11:06:00.645
